timestamp;bcoin
1643638251.22345;38.24
1643638558.460992;38.24
1643638865.654395;38.24
1643639172.898989;38.24
1643639480.053992;38.24
1643639787.2904;38.24
1643640094.440616;-1
1643640401.530399;38.24
1643640708.671661;38.24
1643640884.140459;38.24
1643641199.358862;38.24
1643641506.728195;-1
1643641814.216094;-1
1643642121.628576;-1
1643642429.057208;-1
1643642736.508067;-1
1643643043.972962;-1
1643643351.417128;-1
1643643658.830129;-1
1643643966.279532;-1
1643644273.705142;-1
1643644581.121607;-1
1643644888.584861;-1
1643645196.047209;-1
1643645503.466117;-1
1643645810.901491;-1
1643646118.318293;-1
1643646425.811491;-1
1643646733.109114;-1
1643647040.15959;-1
1643647347.206178;-1
1643647654.635446;-1
1643647962.045276;-1
1643648269.450133;-1
1643648584.577553;-1
1643648891.976734;-1
1643649199.440277;-1
1643649506.885537;-1
1643649814.38317;-1
1643650121.827161;-1
1643650429.224747;-1
1643650736.410993;-1
1643651043.572122;-1
1643651350.782303;-1
1643651657.949651;-1
1643651965.210545;-1
1643652272.672492;-1
1643652580.121307;-1
1643652887.497852;-1
1643653194.728137;-1
1643653501.957286;-1
1643653809.383035;-1
1643654116.519461;-1
1643654423.719015;-1
1643654730.927013;-1
1643655038.125711;-1
1643655345.240302;-1
1643655652.350607;38.51
1643661224.409493;38.9
1643661224.409493;-1
1643661292.965488;-1
1643661608.557389;-1
1643661915.940666;-1
1643662223.410016;368.51
1643662530.943954;368.51
1643662838.333324;368.51
1643663145.621161;368.51
1643663453.075858;368.51
1643663760.348046;368.51
1643664067.834171;368.51
1643664375.213193;368.51
1643664682.91015;368.51
1643664990.27622;368.51
1643665297.722577;368.51
1643665605.156049;-1
1643665912.535041;368.51
1643666219.704856;368.51
1643666527.235559;368.51
1643666834.59633;368.51
1643667141.963389;368.51
1643667449.531531;368.51
1643667756.902501;368.51
1643668064.199347;368.51
1643668371.530791;368.51
1643668679.053817;368.51
1643668994.234027;368.51
1643669301.454591;368.51
1643669608.77834;368.51
1643669916.267215;368.51
1643670223.481265;368.51
1643670530.841187;-1
1643670838.311032;-1
1643671145.660494;-1
1643671453.059472;-1
1643671760.681344;-1
1643672068.311176;-1
1643672375.69907;-1
1643672439.960307;38.92
1643672755.337659;38.95
1643673062.756391;39.865
1643673370.185634;39.865
1643673677.615356;39.865
1643673985.124687;-1
1643674292.651819;39.12
1643674600.00813;39.15
1643674907.28218;39.15
1643675214.51173;39.15
1643675521.873758;39.15
1643675829.285865;39.15
1643676137.126475;39.15
1643676444.745277;39.15
1643676752.059511;39.15
1643677059.348681;39.15
1643684189.542737;39.30
1643720797.298238;46.75
1643684189.542737;2.0
1643684504.899408;39.71
1643684812.187615;39.72
1643685119.431984;39.72
1643685426.745552;39.72
1643685734.008209;39.72
1643686041.36305;39.72
1643686348.712712;39.72
1643686655.940345;39.72
1643686963.261564;39.72
1643687270.589586;39.72
1643687577.979999;39.72
1643687885.42791;39.72
1643688192.780519;39.72
1643688500.079007;39.72
1643688807.357267;39.72
1643689114.684887;39.72
1643689421.912589;39.72
1643689729.277087;39.72
1643690036.526079;39.72
1643690343.756617;39.72
1643690651.008216;39.72
1643690958.426287;39.72
1643691265.734398;39.72
1643691572.9683;39.72
1643691888.149908;-1
1643692195.55313;-1
1643692502.746825;-1
1643692809.964098;-1
1643693117.253761;-1
1643693424.601907;-1
1643693731.953903;-1
1643694039.286577;-1
1643694346.606871;-1
1643694653.806302;-1
1643694961.117693;-1
1643695268.521018;-1
1643695575.914108;-1
1643695883.070269;-1
1643696190.326457;-1
1643696497.716025;-1
1643696804.984991;-1
1643697112.333705;-1
1643697419.649203;-1
1643697726.957008;-1
1643698034.355873;-1
1643698341.498845;-1
1643698648.895165;-1
1643698956.148951;-1
1643699271.430875;-1
1643699578.74383;-1
1643699886.085107;-1
1643700193.315882;-1
1643700500.562062;-1
1643700807.859473;-1
1643701114.977935;-1
1643701422.81663;-1
1643701730.195574;-1
1643702037.417365;-1
1643702344.605488;-1
1643702651.852137;-1
1643702959.105182;-1
1643703266.423122;-1
1643703573.67603;-1
1643703880.878968;-1
1643704188.165904;-1
1643704495.456648;-1
1643704802.767662;-1
1643705109.995633;-1
1643705417.220445;-1
1643705724.420612;-1
1643706032.287903;-1
1643706339.613689;-1
1643706655.092669;46.18
1643706962.372148;46.19
1643707269.506728;46.19
1643707576.69556;46.47
1643707883.992923;46.47
1643708191.186345;46.47
1643708498.505215;46.47
1643708805.780725;46.47
1643709113.036401;46.47
1643709420.273937;46.47
1643709727.544375;46.47
1643710034.952222;46.47
1643710342.167192;46.47
1643710649.494549;46.47
1643710956.795728;46.47
1643711264.086895;46.47
1643711571.369083;46.47
1643711878.734279;46.47
1643712186.011378;46.47
1643712493.067451;46.47
1643712800.315783;46.47
1643713107.592325;46.47
1643713414.726932;46.47
1643713722.106623;46.47
1643714037.241218;46.47
1643714344.50957;46.47
1643714651.733383;46.71
1643714959.071708;46.75
1643715266.269365;46.75
1643715573.523239;46.75
1643715880.919151;46.75
1643716188.199263;46.75
1643716495.462625;46.75
1643716802.774473;46.75
1643717110.057981;46.75
1643717417.389569;46.75
1643717724.627052;46.75
1643718031.742402;46.75
1643718339.14327;46.75
1643718646.372131;46.75
1643718953.684454;46.75
1643719260.955255;46.75
1643719568.275189;46.75
1643719875.56158;46.75
1643720182.819907;46.75
1643720490.059307;46.75
1643720797.298238;46.75
1643721104.631244;46.75
1643723532.037221;46.88
1643723847.289846;46.88
1643724154.534706;46.88
1643724461.809685;46.88
1643724769.11749;46.88
1643725076.360998;46.88
1643725383.623974;46.92
1643725691.069107;41.61
1643725998.338183;41.61
1643726305.683269;41.61
1643726613.276385;41.61
1643726920.983568;41.61
1643727228.286936;41.61
1643727535.486874;41.61
1643727842.677274;41.61
1643728150.021708;41.61
1643728457.260607;41.61
1643728764.654342;41.61
1643733679.380717;41.07
1643733995.67372;41.68
1643734303.750741;41.68
1643734611.960936;41.68
1643734920.147268;41.68
1643735228.45574;41.68
1643735536.878419;41.68
1643735845.014753;41.68
1643736153.288666;41.68
1643736461.351572;41.68
1643736769.586627;41.68
1643737077.764094;41.68
1643737385.884513;41.68
1643737694.0575;41.68
1643738002.316086;41.68
1643738310.571988;41.68
1643738618.534814;41.68
1643738926.76684;41.68
1643739234.977311;41.68
1643739543.131752;41.68
1643739850.971851;41.68
1643740158.45213;41.68
1643740465.978938;41.68
1643740773.642481;41.68
1643741081.476116;41.68
1643741397.145488;41.869
1643741704.665867;41.869
1643742012.221304;41.869
1643742319.734857;41.869
1643742627.342041;41.18
1643742935.425987;41.42
1643743242.973516;41.53
1643743550.417166;41.53
1643743857.76186;41.54
1643744165.312636;41.54
1643744472.919997;41.54
1643744780.494986;41.54
1643745088.075792;41.54
1643745396.134915;41.54
1643745703.447985;41.54
1643746011.162596;41.54
1643746318.742349;41.54
1643756856.235814;41.71
1643757171.771616;41.71
1643757479.293032;41.71
1643757786.591917;41.71
1643758093.939975;41.71
1643758401.254276;41.71
1643758708.556869;41.71
1643759015.862012;-1
1643759323.100598;-1
1643759630.532887;-1
1643759938.04148;-1
1643760245.6899;-1
1643760343.741074;41.71
1643760659.130467;41.75
1643760966.494078;42.85
1643761273.946444;42.11
1643761581.289105;42.11
1643761888.667687;42.11
1643762196.030268;42.11
1643762503.378821;42.11
1643762810.738067;42.11
1643763118.062664;42.11
1643763425.432011;42.11
1643763733.211999;42.11
1643764040.51084;42.11
1643764347.834523;42.11
1643764655.667846;42.11
1643764962.921733;42.11
1643765270.243857;42.11
1643765578.12721;42.11
1643765885.540525;42.11
1643766192.863987;42.11
1643766500.146506;42.11
1643766807.427447;42.11
1643767115.204209;42.11
1643767422.638396;42.11
1643767730.469964;42.11
1643768045.703903;42.16
1643768352.986568;42.16
1643768660.386587;42.43
1643768967.823703;42.43
1643769275.042565;42.43
1643769582.224805;42.43
1643769889.4646;42.43
1643770196.604452;42.43
1643770503.912361;42.43
1643770811.35887;42.43
1643771118.448762;42.43
1643771425.674948;42.43
1643771733.16159;42.43
1643772040.376995;42.43
1643772347.669176;42.43
1643772654.837195;42.43
1643772961.966031;42.43
1643773269.10076;42.43
1643773576.343682;42.43
1643773883.48917;42.43
1643774190.692768;42.43
1643774497.767588;42.43
1643774804.882462;42.43
1643775112.292395;42.43
1643775427.52401;42.43
1643775734.668272;42.43
1643776041.801231;42.43
1643776348.904456;42.43
1643776656.031013;42.43
1643776963.186014;42.43
1643777270.451876;42.43
1643777577.967993;42.43
1643777885.162945;42.43
1643778192.572524;42.43
1643778499.673426;42.43
1643778806.755971;42.43
1643779113.862098;42.43
1643779421.114471;42.43
1643779728.247189;42.43
1643780035.757294;42.43
1643780343.038234;42.43
1643780650.133172;42.43
1643780957.580767;42.43
1643781264.810867;42.43
1643781572.007732;42.43
1643781879.14444;42.43
1643782186.185212;42.43
1643782493.41558;42.43
1643782808.489579;42.43
1643783115.778342;42.74
1643783423.041102;42.74
1643783730.261506;-1
1643784037.42421;42.74
1643784344.911251;-1
1643784652.120209;-1
1643784959.314687;-1
1643785266.476862;-1
1643785573.939268;-1
1643785881.212495;-1
1643786188.353174;-1
1643786495.447356;-1
1643786802.646343;-1
1643787109.793484;-1
1643787416.858349;-1
1643787723.984354;-1
1643788031.167875;-1
1643788338.513835;-1
1643788645.662499;-1
1643788952.787982;-1
1643789260.018694;-1
1643789567.149258;-1
1643789874.2835;-1
1643790189.456126;43.15
1643790496.672323;43.15
1643790803.921634;43.15
1643791111.185792;43.15
1643791418.337925;43.15
1643791725.446249;43.15
1643792032.691243;43.15
1643792339.905904;43.15
1643792647.005451;43.15
1643792954.268494;43.15
1643793261.447435;43.15
1643793568.58783;43.15
1643793875.659445;43.15
1643794182.822217;43.15
1643794490.031827;43.15
1643794797.187213;43.15
1643795104.259881;43.15
1643795411.44301;43.15
1643795718.618955;43.15
1643796025.812223;43.15
1643796333.096986;43.15
1643796640.278362;43.15
1643796947.406245;43.15
1643797255.052292;43.15
1643797570.654406;43.16
1643797878.038985;43.16
1643798185.619794;43.16
1643798493.178919;43.16
1643798800.72226;43.16
1643799108.254029;43.16
1643799415.86493;43.16
1643799723.386341;43.16
1643800030.828849;43.16
1643800338.421363;43.16
1643800646.087929;43.16
1643800953.582513;43.16
1643801261.041651;43.16
1643801568.691896;43.16
1643801876.322689;43.16
1643802183.880076;43.16
1643802491.41161;43.16
1643802798.867452;43.16
1643803106.436506;43.16
1643803413.873312;43.16
1643803721.418421;43.16
1643804028.911473;43.16
1643804336.56721;43.16
1643804644.052869;43.16
1643804959.694964;43.61
1643805267.267574;43.61
1643805574.788472;43.61
1643805882.427398;43.61
1643806190.046779;43.61
1643806497.598293;43.61
1643806805.286762;43.61
1643807112.940012;43.61
1643807420.498793;43.61
1643807728.240913;43.61
1643808035.890339;43.61
1643808343.455609;43.61
1643808651.093437;43.61
1643808958.772474;43.61
1643809266.509329;43.61
1643809574.307697;43.61
1643809881.866774;43.61
1643810189.619293;43.61
1643810497.271394;43.61
1643810804.919069;43.61
1643811112.484166;43.61
1643811420.020312;43.61
1643811727.71939;43.61
1643812035.392084;43.61
1643812350.937796;-1
1643812658.503931;43.61
1643812966.185623;43.61
1643813273.790477;-1
1643813581.356681;43.62
1643813888.982016;43.62
1643814196.287133;43.62
1643814503.48495;43.62
1643814810.713237;43.62
1643815117.925711;43.62
1643815425.025231;43.62
1643815732.148794;43.62
1643816039.295907;43.62
1643816346.600461;43.62
1643816653.895641;43.62
1643816961.104177;43.62
1643817268.289431;43.62
1643817575.382005;43.62
1643818538.25915;43.94
1643818853.774057;43.97
1643819161.409875;4441.0
1643819468.968203;4441.0
1643819776.453631;4441.0
1643820084.053376;4441.0
1643820391.663075;4441.0
1643820699.264627;4441.0
1643821006.891429;4441.0
1643821314.49329;-1
1643821621.99585;4441.0
1643821929.550127;4441.0
1643822237.038666;4441.0
1643822544.689696;4441.0
1643822852.259607;4441.0
1643823159.926948;4441.0
1643823467.541449;4441.0
1643823775.190033;4441.0
1643824082.746388;4441.0
1643824390.381592;4441.0
1643824697.963341;4441.0
1643825005.582167;4441.0
1643825313.179028;4441.0
1643825620.834725;4441.0
1643825928.424369;4441.0
1643826244.156792;44.24
1643826551.730805;44.24
1643826859.37285;44.24
1643827167.088503;44.24
1643827474.571602;44.24
1643827782.15176;44.24
1643828089.775544;44.24
1643828397.421261;44.24
1643828704.953619;44.24
1643829012.528746;44.24
1643829320.010778;44.24
1643829627.641729;44.24
1643829935.393901;44.24
1643830242.856482;44.24
1643830550.154186;44.24
1643830857.490762;44.24
1643831165.081708;44.24
1643831472.55834;44.24
1643831779.860131;44.24
1643832087.238968;44.24
1643832394.635967;44.24
1643832701.998702;44.24
1643833009.379963;44.24
1643833317.003191;44.24
1643833632.170645;44.24
1643833939.298218;44.24
1643834246.443324;44.25
1643834553.546882;44.25
1643834860.606152;44.25
1643835167.622851;44.25
1643835474.822882;44.25
1643835782.160865;44.25
1643836089.34314;44.25
1643840047.781586;44.25
1643840363.102573;-1
1643840670.500926;44.74
1643840977.651001;44.77
1643841284.730985;44.78
1643841591.785902;44.78
1643841898.901358;44.78
1643842205.986312;44.78
1643842513.178884;44.78
1643842820.455839;44.78
1643843127.554038;44.78
1643843434.791347;44.78
1643843742.158519;44.78
1643844049.26197;44.78
1643844356.376378;44.78
1643844663.586346;44.78
1643844970.831844;44.78
1643845277.897195;44.78
1643845585.061171;44.78
1643845892.354615;44.78
1643846199.45883;44.78
1643846506.484203;44.78
1643846813.534658;44.78
1643847120.775111;44.78
1643847427.870485;44.78
1643847742.920725;44.78
1643848050.007925;44.78
1643848357.180345;44.78
1643848664.204208;44.78
1643848971.290457;44.78
1643849278.473562;44.78
1643849585.617756;44.78
1643849892.799617;44.78
1643850024.400411;44.78
1643850339.724721;44.78
1643850647.175098;44.78
1643850954.595257;44.78
1643851262.043138;44.78
1643851569.475605;44.78
1643851876.939039;44.78
1643852184.407575;44.78
1643852491.806467;44.78
1643852799.227586;44.78
1643853106.627574;44.78
1643853414.087562;44.78
1643853721.486546;44.78
1643854028.888363;44.78
1643854336.24548;44.78
1643854643.652331;44.78
1643854950.991144;44.78
1643855258.404109;44.78
1643855565.802326;44.78
1643855873.210234;44.78
1643856180.604358;44.78
1643856487.986317;44.78
1643856795.399623;44.78
1643857102.83056;44.78
1643857410.272051;44.78
1643857725.443621;44.79
1643858032.722404;44.79
1643858340.130686;44.79
1643858647.509929;44.79
1643858954.878643;44.79
1643859262.274136;44.79
1643859569.691485;44.79
1643859877.069641;44.79
1643860184.478702;44.79
1643860491.894306;44.79
1643860799.31793;-1
1643861106.734633;44.79
1643861414.175002;44.79
1643861721.617004;44.79
1643862029.028027;44.79
1643862336.410881;44.79
1643862643.834861;44.79
1643862951.257941;44.79
1643863258.660395;44.79
1643863566.149743;44.79
1643863873.561907;44.79
1643864180.972228;44.79
1643864488.393932;44.79
1643864795.797198;44.79
1643865110.97875;-1
1643865418.089251;-1
1643865725.24121;45.38
1643866032.6854;45.38
1643866340.061867;45.38
1643866647.448361;45.38
1643866954.894793;45.38
1643867262.256556;45.38
1643867569.500945;45.38
1643867876.812819;45.38
1643868184.097914;45.38
1643868491.39242;45.38
1643868798.708496;45.38
1643869105.991104;45.38
1643869413.220006;45.38
1643869720.525849;45.38
1643870027.762783;45.38
1643870335.076012;45.38
1643870642.334116;45.38
1643870949.657803;45.38
1643871256.917061;45.38
1643871564.129738;45.38
1643871871.422913;45.38
1643872178.627327;45.38
1643872493.713643;45.4
1643872800.891595;45.4
1643873108.039216;45.4
1643873415.148405;45.4
1643873722.315871;45.4
1643874029.433273;45.4
1643874336.741782;45.4
1643874643.974093;45.4
1643874951.114773;45.4
1643875258.250128;45.4
1643875565.377101;45.4
1643875872.43907;-1
1643876179.585649;45.4
1643876486.684217;45.4
1643876793.696914;45.4
1643877100.862363;45.4
1643877407.990497;45.4
1643877715.138428;45.4
1643878022.346401;45.4
1643878329.515423;45.4
1643878636.598214;45.4
1643878943.658181;45.4
1643879250.790211;45.4
1643879557.915652;45.4
1643879873.055529;415.72
1643880180.341298;45.76
1643880487.428224;45.76
1643880794.508867;45.76
1643881101.653845;45.76
1643881408.688186;45.76
1643881715.832677;45.76
1643882022.976626;45.76
1643882330.071895;45.76
1643882637.255283;45.76
1643882944.450538;45.76
1643883251.764107;45.76
1643883558.963126;45.76
1643883866.097745;45.76
1643884173.203291;45.76
1643884480.328632;45.76
1643884787.431136;45.76
1643885094.46273;45.76
1643885401.608577;45.76
1643885708.632162;45.76
1643886015.86913;45.76
1643886322.98103;45.76
